correct word,transliterated correct word,misspelled word,transliterated misspelled word,transliterated candidate word from spellchecker,candidate word from spellchecker,found correct word or not
ক্ষমতার,kshamtar,খমতার,khamtar,"khamta,kshamtar,khartar,khatar,khamar,","খামটা, ক্ষমতার, খরতর, খাতার, খামার, ",yes
বিস্কুটশিল্পকে,biskutshilpke,বিসকুটশিল্পকে,biskutshilpke,"biskutshilpke,","বিস্কুটশিল্পকে, ",yes
রক্ষা,raksha,রক্কা,rakka,"rakta,pakka,makka,raka,rakha,","রক্ত, পাক্কা, মক্কা, রাকা, রাখা, ",no
বিস্কুটের,biscuter,বিসকুটের,biskuter,"biscuter,","বিস্কুটের, ",yes
পরিচর্যার,parichara,পরিচরাার,parichara,"parichara,","পরিচর্যায়, ",no
সামগ্রীর,samgri,সামগরীর,samgari,"saagari,samgri,samari,","সাগরী, সামগ্রীর, সময়ই, ",yes
ফেব্রিকসের,febrikser,ফেরিকসের,fericser,"fericser,",,no
শিল্পমালিকদের,shilpmalikder,শিলপমালিকদের,shilpamalikder,"shilpmalikder,","শিল্পমালিকদের, ",yes
রাজস্ব,rajasav,রাজস,raajas,"raajas,",,no
বোর্ড,board,বোরদ,borad,"board,brad,morad,","বোর্ড, ব্র্যাড, মোরাদ, ",yes
হাইব্রিড,hybrid,হাইরিড,hirid,"hrid,hirhid,","হৃদ্, হিড়হিড়, ",no
জ্বালানি,jvalani,জালানি,jalani,"jalkani,jvalani,jalant,jalana,jawani,janani,talani,jagani,jaani,japani,jalpani,","ঝলকানি, জ্বালানি, জলন্ত, জালনা, জওয়ানি, জননী, তলানির, জাগানী, জানি, জাপানি, জলপানি, ",yes
সাশ্রয়ী,sashryi,সাশরয়ী,sasharyi,"sashryi,","সাশ্রয়ী, ",no
শুল্কমুক্ত,shulkamukta,শুলকমুক্ত,shulkamukta,"shulkamukta,","শুল্কমুক্ত, ",yes
দীর্ঘদিন,dirghdin,দীরঘদিন,dirandin,"dirandin,",,no
ব্যাপক,vapak,বাাপক,bapak,"bapake,bajak,bahak,baak,bapar,barak,bapan,apak,vapak,basak,bapai,bapark,bapa,bipak,","বাপকে, বাজাক, বাহক, বাক, ব্যাপারে, বারাক, বপন, অপাক, ব্যাপক, বসাক, বাপই, ব্যাপারকে, বাপও, বিপাক, ",yes
ফিল্টারবিহীন,filtervihin,ফিলতারবিহীন,filtaravihin,"filtaravihin,",,no
ফিল্টারযুক্ত,filteryukt,ফিলতারযুক্ত,filtarayukt,"filtarayukt,",,no
বন্ধে,vandhe,বনধে,vanadhe,"vandhe,","বন্ধে, ",yes
অগ্রিম,agrim,অগরিম,agarim,"agrim,","অগ্রিম, ",yes
অর্থের,arther,অরটের,arter,"arter,","আর্টের, ",no
সর্বত্রই,sarvatrai,সরত্রই,saratrai,"sarvatrai,","সর্বত্রই, ",yes
মার্কেট,market,মারকেট,market,"market,","মার্কেটে, ",no
পরিচ্ছেদের,parichseader,পরিছছেদের,parishseader,"parichseader,","পরিচ্ছেদের, ",yes
বিক্রেতারা,bikretara,বিকরেতারা,vikaretara,"vikaretara,",,no
আকৃষ্ট,aakrisht,আকৃষত,aakrushat,"aakrushat,",,no
থ্রিপিস,thripis,তরিপিস,taripis,"thripis,","থ্রিপিস, ",yes
টাঙ্গাইল,tongail,টাংগাইল,tungail,"tongail,","টাঙ্গাইল, ",yes
হাফসিল্ক,hafsilk,হাফসিলক,haisilak,"haisilak,",,no
সেপ্র,sepra,সেপর,sepr,"sepe,sepra,ser,","ছেপে, সেপ্র, সির্, ",yes
প্রিন্ট,print,পরিন্ট,parint,"parint,","পরিণত, ",no
জর্জেট,jarjet,জরজেট,jarjet,"jarjet,","জর্জেট, ",yes
শার্ট,shart,শারত,sharat,"sharad,shart,sharlat,sharam,sharan,harat,dharat,bharat,","শারদ, শার্ট, শার্লট, শরম, শরণ, হারাত, ধরত, ভারত, ",yes
ব্যতিক্রমী,vyatikrmi,েবতিক্রমী,batikrami,"batikrami,",,no
বিক্রেতাদের,bikretader,বিকরেতাদের,vikaretader,"vikaretader,",,no
অন্যসব,anyasav,অেনসব,ansav,"aisav,asav,ansar,anav,","এইসব, আসাও, আনসার, আনাব, ",no
বৃদ্ধি,vruddhi,বৃদদি,vruddi,"vruddhi,vrudhi,","বৃদ্ধি, বৃদ্ধই, ",yes
ক্রেতা,kreta,করেতা,kareta,"kreta,karega,karata,karta,","ক্রেতা, করেগা, করাটা, কর্তা, ",yes
বিক্রেতদের,bikretder,বিকরেতদের,vikaretder,"vikaretder,",,no
চলচ্চিত্র,chalachchitra,চলচচিত্র,chalchachitra,"chalchachitra,",,no
প্রচুর,prachur,পরচুর,parchur,"panchur,prachur,","পঞ্চুর, প্রচুর, ",yes
ক্যাটরিনা,catrina,েকাটরিনা,katrina,"catrina,","ক্যাটরিনা, ",yes
থ্রিজি,thriji,টরিজি,toriji,"thriji,","থ্রিজি, ",yes
তরঙ্গ,taranga,তরংগ,tarang,"tarang,","তরঙ্গে, ",no
প্রজন্মের,prajnmer,পরজন্মের,parajanmer,"parajanmer,",,no
প্রযুক্তির,prayukti,পরযুক্তির,parayukti,"prayukti,","প্রযুক্তি, ",no
লিগ্যাল,ligyal,লিজ্ঞাল,ligyal,"ligyal,","লিগ্যাল, ",yes
লাইসেন্সিং,lisencing,লাইসেনসিং,lisensing,"lisencing,","লাইসেন্সিং, ",yes
পরামর্শের,paramrsher,পরামরশের,paramrsher,"paramrsher,","পরামর্শের, ",yes
আর্নেস্টমানি,arnestmani,আরনেস্টমানি,arnestmani,"arnestmani,","আর্নেস্টমানি, ",yes
অযোগ্য,ayogya,অযোজ্ঞ,ayojna,"yojna,","যোজনা, ",no
সেপ্টেম্বর,september,সেপটেম্বর,september,"september,","সেপ্টেম্বর, ",yes
চূড়ান্তভাবে,chudantavave,চূড়ানতভাবে,chudantvave,"chudantavave,","চূড়ান্তভাবে, ",no
নির্বাচিতদের,nirvachitder,নিরাচিতদের,nirachitder,"nirvachitder,","নির্বাচিতদের, ",yes
কান্তি,kanti,কানতি,kanti,"kanti,","কয়টির, ",no
বোর্ডের,border,বোরদের,border,"border,","বোর্ডের, ",yes
নির্ধারণের,nirdharner,নিরদারণের,nirdarner,"nirdharner,","নির্ধারণের, ",yes
সিদ্ধান্ত,siddhanth,সিদদান্ত,siddanta,"siddhanta,","সিদ্ধান্তও, ",no
উদ্দেশে,uddesh,উদদেশে,udadesh,"uddesh,upadesh,","উদ্দেশে, উপদেশ, ",yes
লাইসেন্সের,lisenser,লাইসেনসের,lisenser,"lisenser,","লাইসেন্সের, ",yes
ধার্য,dharya,ধারা,dhara,"dhara,","ধরা, ",no
নিষ্পত্তির,nishpattir,নিষপত্তির,nishapattir,"nishpattir,","নিষ্পত্তির, ",yes
থ্রিজির,thriji,তরিজির,tariji,"ariji,thriji,","অরিজিৎ, থ্রিজি, ",no
যন্ত্রপাতি,yantrapati,যনত্রপাতি,yantrapati,"yantrapati,","যন্ত্রপাতি, ",yes
সপ্তাহে,saptahe,সপতাহে,sapatahe,"saptahe,","সপ্তাহে, ",yes
প্রজ্ঞাপন,pragnapan,পরজ্ঞাপন,parajnapan,"parajnapan,",,no
ফেব্রুয়ারিতে,februarite,ফেরুয়ারিতে,feruarite,"februarite,","ফেব্রুয়ারিতে, ",yes
মেগাহার্টজের,magahartger,মেগাহারতজের,magahartger,"magahartger,","মেগাহার্টজের, ",yes
লাইসেন্স,license,লাইসেনস,lisens,"lisens,","লাইসেন্সে, ",no
রাষ্ট্রীয়,rashtriya,রাষত্রীয়,rashatriya,"rashtriya,","রাষ্ট্রীয়, ",no
পরীক্ষামূলক,parikshamulak,পরীক্কামূলক,parikkamulak,"parikkamulak,",,no
অর্থ,arth,অরত,arat,"adat,art,asat,ayat,arab,raat,ahat,ajat,harat,karat,aorat,araf,arkt,brat,ara,aram,arak,amat,rat,marat,aat,parat,arai,","আদত, আর্ট, আসত, আয়াত, আরব, রাত, অহত, অজাত, হারাত, করত, আওরত, আরাফ, আরক্ত, ব্রত, আরা, আরামে, আরএকে, অমত, রত, মারত, আট, পারত, আড়াই, ",no
চট্টগ্রাম,chattagram,চততগ্রাম,chattagram,"chattagram,","চট্টগ্রাম, ",yes
এক্সচেঞ্জের,exchenger,একসচেঞ্জের,eksachenger,"eksachenger,",,no
বিদ্যুৎ,vidyu,বিেদুৎ,vidu,"vids,vido,vitu,vidyu,vid,","বিডস, ভিড়ো, ভিতু, বিদ্যুৎ, ভিড়, ",yes
মৌলভিত্তির,moulvittir,মৌলভিততির,moulvitati,"moulvitati,",,no
কোম্পানিগুলোর,companiesgulor,কোপানিগুলোর,kopanigulor,"kopanigulor,",,no
মূল্যবৃদ্ধি,mulyvruddhi,মূেলবৃদ্ধি,mulvruddhi,"mulyvruddhi,","মূল্যবৃদ্ধি, ",yes
ফিন্যান্সের,financer,ফিনাান্সের,financer,"financer,","ফিন্যান্সের, ",yes
আধিপত্য,aadhipatya,আধিপেত,aadhipet,"aadhipet,",,no
সম্মিলিত,sammilit,সমিলিত,samilit,"sammilit,amilit,samirit,","সম্মিলিত, আমীলিত, সমীরিত, ",yes
বিস্তার,bistar,বিসতার,bistar,"bistar,","বিস্তর, ",no
কোম্পানি,company,কোপানি,kopani,"kopani,",,no
কোম্পানিটি,companity,কোপানিটি,kopanity,"kopanity,",,no
কোম্পানিটির,companyti,কোপানিটির,kopaniti,"kopaniti,",,no
ঊর্ধ্বমুখী,urdhvamukhi,ঊরদ্বমুখী,urdvamukhi,"urdhvamukhi,","ঊর্ধ্বমুখী, ",yes
স্বাভাবিক,swabhavik,সাভাবিক,savavik,"savavik,",,no
মূল্যবৃদ্ধির,mulyvruddhir,মূেলবৃদ্ধির,mulvruddhir,"mulyvruddhir,","মূল্যবৃদ্ধির, ",yes
প্রবণতা,prabanta,পরবণতা,parbanta,"prabanta,","প্রবণতা, ",yes
বিক্রির,bikri,বিকরির,vikari,"vikayi,vikhari,","বিকায়ি, ভিখারি, ",no
বৃদ্ধিকে,vruddhike,বৃদদিকে,vruddike,"vruddhike,","বৃদ্ধিকে, ",yes
চট্টগ্রামের,chattagramer,চততগ্রামের,chattagramer,"chattagramer,","চট্টগ্রামের, ",yes
ক্ষতিগ্রস্ত,kshatigrast,খতিগ্রস্ত,khatigrast,"kshatigrast,","ক্ষতিগ্রস্ত, ",yes
বণ্টনের,bantner,বনটনের,bantner,"bantner,","বণ্টনের, ",yes
সংক্রান্ত,sakrant,সংকরান্ত,sankarant,"sankarant,",,no
নিয়ন্ত্রক,niyantrak,নিয়নত্রক,niyantrak,"niyantrak,","নিয়ন্ত্রক, ",no
আহ্বায়ক,aahvayak,আহায়ক,ahayak,"sahayak,","সহায়ক, ",no
প্রতিনিধি,pratinidhi,পরতিনিধি,paratinidhi,"pratinidhi,","প্রতিনিধি, ",yes
যাত্রী,yatri,যাতরী,yatri,"yatri,","যাত্রীর, ",no
যাত্রা,yatra,যাটরা,yatra,"yatra,","যাত্রা, ",yes
ফ্লাইট,flight,ফলাইট,phalight,"phalight,",,no
সময়ানুবর্তিতা,samayanuvartita,সময়ানুবরতিতা,samayanuvaratita,"samayanuvartita,","সময়ানুবর্তিতা, ",yes
দৃষ্টান্ত,drustant,দৃষতান্ত,drushatanta,"drushatanta,",,no
স্থাপন,sthapan,সটাপন,satapan,"samapan,satajan,","সমাপন, সাতজন, ",no
ফ্লাইটে,flite,ফলাইটে,phalite,"phalite,","ফলাইতে, ",no
ফ্লাইটই,flighti,ফলাইটই,phalighti,"phalighti,",,no
পূর্তি,purti,পূরটি,purti,"purti,","পূর্তি, ",yes
স্মাইলস,smiles,সাইলস,siles,"sies,smiles,miles,tiles,sides,uiles,","সিএসই, স্মাইলস, মিলস, টাইলস, sides, উয়াইলস, ",yes
প্রিকোয়েন্ট,pricont,পরিকোয়েন্ট,parikont,"parikont,",,no
ফ্লাইয়ার,flyar,ফলাইয়ার,falyar,"flyar,falsar,falar,","ফ্লাইয়ার, ফল্‌সার, ফলার, ",yes
কর্মসূচির,karmasuchir,করসূচির,karasuchir,"karmasuchir,","কর্মসূচির, ",yes
ভ্রমণকারী,bhramanakari,বরমণকারী,barmanakari,"barmanakari,",,no
যাত্রীরা,yatrira,যাতরীরা,yatrira,"yatrira,","যাত্রীরা, ",yes
প্রতিবার,pratibar,পরতিবার,paratibar,"pratibar,","প্রতিবারে, ",no
ভ্রমণের,bhramner,বরমণের,barmaner,"larmaner,aarmaner,barkaner,batmaner,","লারম্যানের, আরমানের, বরকনের, ব্যাটম্যানের, ",no
এজন্য,ejanya,এজেন,agen,"aren,agei,agent,gen,agun,agea,asen,ahen,aged,ager,anen,age,dagen,agon,","আরএন, আগেই, এজেন্ট, জেন, আগুন, আগেও, আসেন, আহেন, aged, আগের, আনেন, age, দাগেন, এগোন, ",no
গ্রাহকদের,grahakder,গরাহকদের,garahakder,"grahakder,","গ্রাহকদের, ",yes
নিবন্ধন,nibandhan,নিবনধন,nibandhan,"nibandhan,","নিবন্ধন, ",yes
গ্রাহকের,grahaker,গরাহকের,garahaker,"grahaker,","গ্রাহকের, ",yes
দূরত্বের,durtber,দূরতের,durter,"durtber,duter,durer,duiter,derter,duarter,durger,","দূরত্বের, দুটার, দূরের, দুইটার, দেড়টার, ডুয়ার্টের, দুর্গের, ",yes
নির্ভর,nirbhar,নিরবর,nirvar,"nirvar,","নির্ভার, ",no
মূল্যহ্রাস,mulyahras,মূলাহ্রাস,mulahras,"mulyahras,","মূল্যহ্রাস, ",yes
অগ্রাধিকার,agradhikar,অগরাধিকার,agaradhikar,"agradhikar,","অগ্রাধিকার, ",yes
ফ্রি,free,ফরি,fari,"farm,frai,firi,dari,ari,bari,fali,hari,fary,mari,fasri,fati,rari,pari,feri,fai,nari,sari,kari,gari,farid,jari,tari,lari,vari,fair,","ফার্ম, ফ্রাই, ফিরি, দড়ি, আড়ি, বাড়ি, ফলই, হরি, ফরয, মরি, ফাসরী, ফ্যাটি, ররি, পারি, ফেরির, ফাই, নারীর, শাড়ি, করি, গছিয়ে, ফরিদ, জারি, তরী, লরির, ভারি, fair, ",no
অভ্যন্তরে,abhyantare,অেভন্তরে,abhantare,"abhyantare,","অভ্যন্তরে, ",yes
আন্তর্জাতিক,antarjatik,আনতর্জাতিক,antarjatik,"antarjatik,","আন্তর্জাতিক, ",yes
গন্তব্যেও,gantavyeo,গনতব্যেও,ganatvyeo,"gantavyeo,","গন্তব্যেও, ",yes
প্রস্তুতি,prastuti,পরস্তুতি,parastuti,"prastuti,","প্রস্তুতি, ",yes
শিক্ষিত,shikshit,শিক্কিত,shikkit,"shikkit,",,no
কুটিরশিল্প,kutirshilp,কুটিরশিলপ,kutirshilp,"kutirshilp,","কুটিরশিল্প, ",yes
স্কিটি,skity,সকিটি,sakity,"skity,sajity,","স্কিটি, সাজিটি, ",yes
স্কিটির,skiti,সকিটির,sakiti,"sahiti,sariti,skiti,","সহিতই, শাড়িটি, স্কিটির, ",yes
ইনস্টিটিউট,institute,ইনসতিটিউট,institute,"institute,","ইনস্টিটিউট, ",yes
ন্যূনতম,nyuntam,েনূনতম,nuntam,"nyuntam,buntam,","ন্যূনতম, বুঝতাম, ",yes
শিক্ষাগত,shikshagat,শিক্কাগত,shikkagat,"shikkagat,",,no
যোগ্যতা,yogyata,যোজ্ঞতা,yojita,"yojit,","আয়োজিত, ",no
শিল্পোদ্যোক্তা,shilpodyokta,শিলপোদ্যোক্তা,shilpodyokta,"shilpodyokta,","শিল্পোদ্যোক্তা, ",yes
প্লট,plot,পলট,palat,"palat,","পালট, ",no
সেক্টর,sector,সেকটর,secter,"sector,seiter,ecter,scter,seter,seater,","সেক্টর, সেইটের, একটার, স্কটের, সেটার, ছিটের, ",yes
উত্তরা,uttara,উততরা,utatara,"uttara,","উত্তরে, ",no
প্রকাশিত,prakashith,পরকাশিত,parkashith,"prakashith,","প্রকাশিত, ",yes
দ্বিতীয়,dvitiya,দিতীয়,ditiya,"diteya,dvitiya,mitiya,titiya,","দিতেও, দ্বিতীয়, মিটাইয়া, তৃতীয়া, ",no
চতুর্থ,chaturth,চতুরট,chaturt,"chaturi,chaturth,chatura,chaturta,chatur,","চাতুরীর, চতুর্থ, ছাতুর, চতুরতা, চতুর, ",yes
পঞ্চম,pancham,পঞচম,pancham,"pancham,","পঞ্চম, ",yes
ষষ্ঠ,shashtha,ষষট,shashat,"shashvat,","শাশ্বত, ",no
সপ্তম,septet,সপতম,sapatam,"sapatam,",,no
অষ্টম,ashtam,অষতম,aftam,"aftab,astam,","আফতাব, আসতাম, ",no
প্রতিটি,pratity,পরতিটি,paratity,"pratity,","প্রতিটি, ",yes
সর্বনিম্ন,sarvanimn,সরনিম্ন,saranimn,"sarvanimn,","সর্বনিম্ন, ",yes
সর্বোচ্চ,sarbochch,সরোচ্চ,sarochch,"sarbochch,sabochch,","সর্বোচ্চ, সবোচ্চ, ",no
শূন্য,shunya,শূেন,shoon,"shown,shaon,soon,shoo,shono,shon,","shown, শাওন, soon, শোও, শোনো, শোন, ",no
প্রতিটির,pratiti,পরতিটির,paratiti,"pratiti,","প্রতিটির, ",yes
প্রকাশের,prakasher,পরকাশের,parkasher,"prakasher,","প্রকাশের, ",yes
সার্কিট,circuit,সারকিট,sircuit,"circuit,","সার্কিট, ",yes
ব্রেকার,brekar,রেকার,rekar,"rekhar,brekar,bekar,rakar,ekar,","রেখার, ব্রেকার, বেকার, রাকার, একার, ",yes
সত্ত্বেও,sattweo,সতত্বেও,sattweo,"sattweo,","সত্ত্বেও, ",yes
প্রত্যাশা,pratyasha,পরত্যাশা,paratyasha,"pratyasha,","প্রত্যাশা, ",yes
যৌক্তিক,yauktik,যৌকতিক,yauktik,"yauktik,","যৌক্তিক, ",yes
গ্লোবাল,global,গলোবাল,galobal,"global,","গ্লোবাল, ",yes
রেমিট্যান্স,remitance,রেমিটাান্স,remitans,"remitans,",,no
সার্ভিসের,sarviser,সারবিসের,sarbiser,"sarviser,","সার্ভিসের, ",yes
অবস্থানকারী,avasthankari,অবসতানকারী,avastankari,"avasthankari,","অবস্থানকারী, ",yes
প্রাপকের,prapaker,পরাপকের,parapaker,"paripaker,prapaker,paraparer,","পরিপাকের, প্রাপকের, পারাপারের, ",yes
নন্দ,nand,ননদ,nanad,"nanad,","ননদ, ",no
তাত্পর্যপূর্ণ,tatparyapurna,তাতপর্যপূর্ণ,tataparyapurna,"tatparyapurna,","তাত্পর্যপূর্ণ, ",yes
মহিমান্বিত,mahimanvit,মহিমানিত,mahimanit,"mahimanvit,","মহিমান্বিত, ",yes
প্রবাসী,pravasi,পরবাসী,parvasi,"parvasi,","পরবাসী, ",no
দিচ্ছি,dichhi,দিছছি,dirchi,"diachi,dichi,","দিয়াছি, দিছি, ",no
পূর্ববর্তী,poorvavarti,পূরবর্তী,pooravarty,"pooravarty,",,no
প্রিয়জনের,priyajner,পরিয়জনের,parinjaner,"parijaner,","পরিজনের, ",no
উপযুক্ত,upayukt,উপযুকত,upayukat,"upayukt,","উপযুক্ত, ",yes
সম্মানিত,sammanit,সমানিত,samanit,"sammanit,samahit,samani,samanvit,","সম্মানিত, সমাহিত, সামনি, সমন্বিত, ",yes
ভিন্নধর্মী,vinndhrmi,ভিহ্নধর্মী,vihndharmi,"vihndharmi,",,no
আনন্দিত,anandit,আননদিত,anandit,"anandit,","আনন্দিত, ",yes
ব্র্যাক,brak,র্যাক,rak,"ruk,yak,fak,rek,rack,trak,aak,ra,mak,hak,oak,pak,krak,brak,kak,cak,rai,rad,tak,dak,arak,frak,rat,ran,rik,ram,rah,rakh,rao,bak,raj,ras,wak,raka,","ঋক, যাক, ফাক, রেক, রক, ট্র্যাক, আঁক, রা, মক্, হক, ঢক, প্যাঁক, ক্র্যাক, ব্র্যাক, কক, কাক, রায়, রাড, তাক্‌, ডাক, আরএকে, ফ্রক, রত, ran, রাইক, রাম, রহ, রাখ, রাও, বক, রাজ, রস, ওয়াক, রাকা, ",yes
গ্রাহক,grahak,গরাহক,garahak,"grahak,","গ্রহকে, ",no
প্রকল্প,prakalp,পরকল্প,parkalp,"parkale,parkal,prakalp,","পরকালে, পরকাল, প্রকল্প, ",yes
উদ্ধার,udhdhaar,উদদার,udadar,"dadar,","দাদার, ",no
দুর্যোগ,duryog,দুেরোগ,durog,"duryog,durvog,durg,","দুর্যোগ, দুর্ভোগে, দুর্গে, ",yes
অধিদপ্তর,adhidptar,অধিদপতর,adhidapatar,"adhidapatar,",,no
দরপত্র,darpatra,দরপটর,darpator,"darpator,",,no
আহ্বান,aahvan,আহান,aahan,"jahan,aghan,bahan,aahlan,aahad,aadan,gahan,aahvan,achan,aahar,dahan,aaman,mahan,aahat,aaha,aahwan,ahan,","জাহান, অগ্রহায়ণ, বহন, আহলান, আহাদ, আদান, গহন, আহ্বান, আচেন, আহার, দহন, আমন, মহান, আহত, আহা, আহবান, অহন, ",yes
ইতিমধ্যে,itimadhye,ইতিমধাে,itimadha,"itimadha,",,no
মন্ত্রণালয়কে,mantranalayk,মনত্রণালয়কে,manatranalayk,"mantranalayk,","মন্ত্রণালয়কে, ",yes
পর্যাপ্ত,paryapt,পরাাপ্ত,parapth,"aprapth,prapth,","অপ্রাপ্ত, প্রাপ্ত, ",no
যন্ত্রপাতির,yantrapatir,যনত্রপাতির,yantrapatir,"yantrapatir,","যন্ত্রপাতির, ",yes
অর্থনৈতিক,arthnaitik,অরতনৈতিক,aratanaitik,"aratanaitik,",,no
পর্যায়ের,parayer,পেরায়ের,perayer,"parayer,prayer,","পর্যায়ের, prayer, ",no
ডিসেম্বর,december,ডিসেবর,disevar,"disevar,",,no
প্রস্তাবনা,prastavana,পরস্তাবনা,parastavana,"prastavana,","প্রস্তাবনা, ",yes
পরিকল্পনা,parikalpana,পরিকলপনা,parikalpana,"parikalpana,","পরিকল্পনা, ",yes
স্পেকট্রাম,spectrum,সপেকট্রাম,sapekatrum,"sapekatrum,",,no
ফিনিক্স,phoenix,ফিনিকস,finics,"finics,",,no
গার্মেন্টের,garmenter,গারেন্টের,garrenter,"garmenter,","গার্মেন্টের, ",yes
দুর্ঘটনার,durjetnar,দুরঘটনার,durjetnar,"durjetnar,","দুর্ঘটনার, ",yes
উদ্ধারকাজে,uddharkaje,উদদারকাজে,udadarkaje,"udadarkaje,",,no
উচ্চ,uchch,উচচ,uchach,"uchch,","উচ্চ, ",yes
প্রয়োজনীয়,prayojanian,পরয়োজনীয়,paryojanian,"prayojanian,","প্রয়োজনীয়, ",no
প্রকৌশলী,prakaushali,পরকৌশলী,parakaushali,"prakaushali,","প্রকৌশলী, ",yes
অধিদপ্তরের,adhidptarer,অধিদপতরের,adhidpatarer,"adhidptarer,","অধিদপ্তরের, ",yes
চন্দ্র,chandra,চনদ্র,chandra,"chandra,","চন্দ্র, ",yes
প্রকল্পে,prakalpe,পরকল্পে,parkalpe,"parkale,prakalpe,","পরকালে, প্রকল্পে, ",yes
সশস্ত্র,sashastra,সশসট্র,sashastr,"sashastre,sahastr,sashastra,","সশস্ত্রে, সহস্র, সশস্ত্র, ",yes
প্রকল্পের,prakalper,পরকল্পের,parkalper,"parkaler,prakalper,","পরকালের, প্রকল্পের, ",yes
সামগ্রী,samgri,সামগরী,samgari,"saagari,samgri,samari,","সাগরী, সামগ্রীর, সময়ই, ",no
যন্ত্র,yantra,যনত্র,yantra,"yantra,","যন্ত্র, ",yes
শ্নোর্কেল,shnorkel,শনোর্কেল,shanorkel,"shnorkel,","শ্নোর্কেল, ",yes
ডুবন্ত,dubant,ডুবনত,dubanat,"dubant,","ডুবন্ত, ",yes
অবস্থায়,avastha,অবসতায়,avasta,"avata,avastha,avastai,avastav,","আবটা, অবস্থায়, অবস্থাই, অবাস্তব, ",no
শ্বাস,swasa,শাস,shas,"shan,shad,shap,shah,shat,phas,sas,shams,sham,shans,chas,khas,shis,sha,dhas,shasa,shal,has,thas,shak,ghas,shar,","শাণ, ষড়, শাপে, শাহ, শত, ফাঁসে, সস, শামস, শমে, শাঁসে, চাস, খাস, শিস, শা, ধস্‌, শসা, শাল, হয়, ঠাস, শক, ঘাস, শর, ",no
শ্নোর্কেলের,shnorkeler,শনোর্কেলের,shanorkeler,"shnorkeler,","শ্নোর্কেলের, ",yes
সার্ভিস,service,সারবিস,sarbis,"sarvis,","সার্ভিসে, ",no
ডিফেন্সের,diffenser,ডিফেনসের,diphenser,"diphenser,",,no
স্বয়ংক্রিয়,swaykriya,সয়ংক্রিয়,sankriya,"sakriya,","সক্রিয়, ",no
ব্যবহার্য,vyavharya,বাবহার্য,babaharya,"babaharya,",,no
জলীয়বাষ্প,jaliyvashp,জলীয়বাষপ,jaliyvashap,"jaliyvashp,","জলীয়বাষ্প, ",yes
নিষ্কাশনযন্ত্র,nishkashnayantra,নিষকাশনযন্ত্র,nishkashnayantra,"nishkashnayantra,","নিষ্কাশনযন্ত্র, ",yes
চার্জার,charger,চারজার,charjar,"charbar,chartar,charja,","চারবার, চারটার, চার্জও, ",no
ব্যাগ,bag,বাাগ,bagh,"bagh,","বাগ, ",no
মাস্ক,mask,মাসক,maasak,"maasak,","মাসক, ",no
অনুসন্ধান,anusandhan,অনুসনধান,anusanadhan,"anusandhan,","অনুসন্ধান, ",yes
ক্যামেরা,camera,েকামেরা,kamera,"kamara,kamery,kakera,kalera,camera,kamra,","কামড়ে, কামেরি, কাকেরা, কলেরা, ক্যামেরা, কামরায়, ",yes
হাইড্রোলিক,hydrolic,হাইদরোলিক,hidrolic,"hydrolic,","হাইড্রোলিক, ",yes
ক্রাশার,krashar,করাশার,karashar,"krashar,","ক্রাশার, ",yes
নির্গমক,nirgamak,নিরগমক,nirgamak,"nirgamak,","নির্গমক, ",yes
স্প্রেডার,sprayder,সপ্রেডার,sapreder,"sapreder,",,no
র‌্যাম,ram,র‌াাম,ram,"ram,","রাম, ",no
জ্যাক,jack,জাাক,jaak,"jaak,","জাঁক, ",no
অনুসন্ধানযন্ত্র,anusandhanayantra,অনুসনধানযন্ত্র,anusanadhanayantra,"anusandhanayantra,","অনুসন্ধানযন্ত্র, ",yes
সিল্ক,silk,সিলক,silak,"silk,tilak,","সিল্ক, তিলক, ",yes
টিস্যু,tissue,টিেসু,tissue,"tissue,","টিস্যু, ",yes
টাঙ্গাইলের,tongailer,টাংগাইলের,tungiler,"tungiler,",,no
হিন্দি,hindi,হিনদি,hindi,"hindi,","হিন্দি, ",yes
আগ্রহ,aagrah,আগরহ,agrah,"agra,agrahe,agraj,agrai,aagrah,grah,","আগ্রা, আগ্রহে, অগ্রজ, অগ্রেই, আগ্রহ, গ্রহ, ",yes
প্যান্ট,pant,েপান্ট,pant,"pant,","পন্থ, ",no
পাঞ্জাবি,punjabi,পাঞজাবি,panjabi,"punjabi,","পাঞ্জাবী, ",no
বস্ত্রালয়ের,bastralyer,বসট্রালয়ের,bastralyer,"bastralyer,","বস্ত্রালয়ের, ",yes
থ্রি,three,তরি,tari,"tari,","তরী, ",no
লেহেঙ্গা,lehenga,লেহেংগা,lehenga,"lehenga,","লেহেঙ্গা, ",yes
নিউমার্কেটে,neumarket,নিউমারকেটে,neumarket,"neumarket,","নিউমার্কেটে, ",yes
নবনির্মিত,navnirmit,নবনিরিত,nabanirit,"nabanirit,",,no
কমপ্লেক্সে,complex,কমপলেক্সে,kampaleks,"kampaleks,",,no
অর্ধশত,ardhshat,অরদশত,aradashat,"aradashat,",,no
ফ্যাশন,fashan,েফাশন,fashan,"fashan,","ফ্যাশন, ",yes
বৈচিত্র্য,baichitrya,বৈচিতর্য,baichitarya,"baichitrya,","বৈচিত্র্য, ",yes
ক্রেতারাও,kretarav,করেতারাও,karetarav,"kretarav,","ক্রেতারাও, ",yes
