correct word,transliterated correct word,misspelled word,transliterated misspelled word,transliterated candidate word from spellchecker,candidate word from spellchecker,found correct word or not
বিক্রেতারা,bikretara,বিকরেতারা,vikaretara," bikretara, "," বিক্রেতারা, ",yes
আকৃষ্ট,aakrisht,আকৃষত,aakrushat," aakrisht, "," আকৃষ্ট, ",yes
থ্রিপিস,thripis,তরিপিস,taripis," thripis, tarkis, karitis, taranis, tarapin, "," থ্রিপিস, টার্কিস, করিতিস, তারনিস, তারপীন, ",yes
টাঙ্গাইল,tongail,টাংগাইল,tungail," tongail, tongaile, tungi, aungai, tunga, "," টাঙ্গাইল, টাঙ্গাইলে, তুঙ্গী, ঔঁগাই, তুঙ্গা, ",yes
হাফসিল্ক,hafsilk,হাফসিলক,haisilak," hasilam, jaitilak, hafsilk, "," হাসিলাম, জয়তিলক, হাফসিল্ক, ",yes
সেপ্র,sepra,সেপর,sepr," sepra, ser, opr, sepe, swar, "," সেপ্র, সের, ওপর, ছেপে, স্বর, ",yes
প্রিন্ট,print,পরিন্ট,parint," parint, parit, parinti, parini, karit, "," পরিণত, পারিত, পরিণতি, পারিনি, করিত, ",no
জর্জেট,jarjet,জরজেট,jarjet," jarjet, jarie, jarit, jarjes, jajer, "," জর্জেট, জড়িয়ে, জড়িত, জর্জেস, জজের, ",yes
শার্ট,shart,শারত,sharat," shart, bharat, sharir, shakt, kharap, "," শার্ট, ভারত, শরীর, শাক্ত, খারাপ, ",yes
ব্যতিক্রমী,vyatikrmi,েবতিক্রমী,batikrami," atikram, atikrami, atikramk, "," অতিক্রম, অতিক্রমী, অতিক্রামক, ",no
বিক্রেতাদের,bikretader,বিকরেতাদের,vikaretader," bikretader, "," বিক্রেতাদের, ",yes
অন্যসব,anyasav,অেনসব,ansav," sansar, aisav, anya, anusar, ansar, "," সংসারে, এইসব, অন্যায়, অনুসারে, আনসার, ",no
বৃদ্ধি,vruddhi,বৃদদি,vruddi," vruddhi, vrudh, vrudhi, vruddhir, vruddha, "," বৃদ্ধি, বৃদ্ধ, বৃদ্ধই, বৃদ্ধির, বৃদ্ধা, ",yes
ক্রেতা,kreta,করেতা,kareta," karia, karta, karata, kreta, karit, "," করিয়া, কর্তা, করাটা, ক্রেতা, করিত, ",yes
বিক্রেতদের,bikretder,বিকরেতদের,vikaretder," bikretder, "," বিক্রেতদের, ",yes
চলচ্চিত্র,chalachchitra,চলচচিত্র,chalchachitra," chalachchitra, chalachitra, "," চলচ্চিত্র, চলচিত্র, ",yes
প্রচুর,prachur,পরচুর,parchur," prachur, panchur, parchi, prachar, parch, "," প্রচুর, পঞ্চুর, পারছি, প্রচার, পারছে, ",yes
ক্যাটরিনা,catrina,েকাটরিনা,katrina," karia, kathin, catrina, karuna, katia, "," করিয়া, কঠিন, ক্যাটরিনা, করুণা, কাটিয়া, ",yes
থ্রিজি,thriji,টরিজি,toriji," thriji, ariji, thridi, tirmiji, torai, "," থ্রিজি, অরিজিৎ, থ্রিডি, তিরমিজি, তোরই, ",yes
তরঙ্গ,taranga,তরংগ,tarang," tarang, taranga, torang, tarai, sarvang, "," তরঙ্গে, তরঙ্গ, তোরঙ্গে, তরাই, সর্বাঙ্গ, ",yes
প্রজন্মের,prajnmer,পরজন্মের,parajanmer," prajnmer, purvajanmer, parajayer, prajanner, parijander, "," প্রজন্মের, পূর্বজন্মের, পরাজয়ের, প্রজননের, পরিজনদের, ",yes
প্রযুক্তির,prayukti,পরযুক্তির,parayukti," prayukti, tarkayukti, papamukti, parayati, prayuktik, "," প্রযুক্তি, তর্কযুক্তি, পাপমুক্তি, পর্যায়টি, প্রাযুক্তিক, ",no
লিগ্যাল,ligyal,লিজ্ঞাল,ligyal," ligyal, vigyan, liga, ligyasy, signal, "," লিগ্যাল, বিজ্ঞান, লীগ, লিগ্যাসি, সিগন্যাল, ",yes
লাইসেন্সিং,lisencing,লাইসেনসিং,lisensing," lisencing, listening, "," লাইসেন্সিং, listening, ",yes
পরামর্শের,paramrsher,পরামরশের,paramrsher," paramrsher, paramrshei, paramrsh, paramrsho, paramarther, "," পরামর্শের, পরামর্শেই, পরামর্শে, পরামর্শও, পরমার্থের, ",yes
আর্নেস্টমানি,arnestmani,আরনেস্টমানি,arnestmani," arnestmani, "," আর্নেস্টমানি, ",yes
অযোগ্য,ayogya,অযোজ্ঞ,ayojna," yojna, yojan, ajna, ayogya, jyosna, "," যোজনা, আয়োজন, আজ্ঞা, অযোগ্য, জ্যোৎস্না, ",yes
সেপ্টেম্বর,september,সেপটেম্বর,september," september, septemberk, septombar, "," সেপ্টেম্বর, সেপ্টেম্বরকে, সেপ্টম্বর, ",yes
চূড়ান্তভাবে,chudantavave,চূড়ানতভাবে,chudantvave," chudantavave, "," চূড়ান্তভাবে, ",yes
নির্বাচিতদের,nirvachitder,নিরাচিতদের,nirachitder," nirvachitder, "," নির্বাচিতদের, ",yes
কান্তি,kanti,কানতি,kanti," kanti, khanti, kanth, anti, kati, "," কান্তি, খাঁটি, কণ্ঠ, অংটী, কটি, ",yes
বোর্ডের,border,বোরদের,border," border, borde, jorder, barder, order, "," বোর্ডের, বোর্ডে, জোরদার, বর্ডার, অর্ডার, ",yes
নির্ধারণের,nirdharner,নিরদারণের,nirdarner," nirdharner, nirmaner, niryatner, nivarner, nilarner, "," নির্ধারণের, নির্মাণের, নির্যাতনের, নিবারণের, নীলরঙের, ",yes
সিদ্ধান্ত,siddhanth,সিদদান্ত,siddanta," siddhanth, siddhanta, siddhante, siddhantai, simanta, "," সিদ্ধান্ত, সিদ্ধান্তও, সিদ্ধান্তে, সিদ্ধান্তই, সীমন্ত, ",yes
উদ্দেশে,uddesh,উদদেশে,udadesh," upadesh, uddesh, aadesh, uddeshe, pradesh, "," উপদেশ, উদ্দেশে, আদেশ, উদ্দেশ্যে, প্রদেশ, ",yes
লাইসেন্সের,lisenser,লাইসেনসের,lisenser," lisenser, esenser, license, lisens, lisvener, "," লাইসেন্সের, এসেন্সের, লাইসেন্স, লাইসেন্সে, লিসবেনের, ",yes
ধার্য,dharya,ধারা,dhara," dhara, dharma, dhaar, haia, dharna, "," ধরা, ধর্ম, ধার, হইয়া, ধারণা, ",no
নিষ্পত্তির,nishpattir,নিষপত্তির,nishapattir," nishpattir, nishpatti, nishpattii, nishpattio, "," নিষ্পত্তির, নিষ্পত্তি, নিষ্পত্তিই, নিষ্পত্তিও, ",yes
থ্রিজির,thriji,তরিজির,tariji," ariji, tarai, thriji, kariai, tarikh, "," অরিজিৎ, তরাই, থ্রিজি, করিয়াই, তারিখ, ",no
যন্ত্রপাতি,yantrapati,যনত্রপাতি,yantrapati," yantrapati, yantrapatir, yantrati, yatrapath, astrapati, "," যন্ত্রপাতি, যন্ত্রপাতির, যন্ত্রটি, যাত্রাপথে, অস্ত্রপাতি, ",yes
সপ্তাহে,saptahe,সপতাহে,sapatahe," saptahe, saptah, saathe, saptaher, saptahei, "," সপ্তাহে, সপ্তাহ, সাথে, সপ্তাহের, সপ্তাহেই, ",yes
প্রজ্ঞাপন,pragnapan,পরজ্ঞাপন,parajnapan," pranapan, pragnapan, "," প্রাণপণ, প্রজ্ঞাপন, ",yes
ফেব্রুয়ারিতে,februarite,ফেরুয়ারিতে,feruarite," februarite, "," ফেব্রুয়ারিতে, ",yes
মেগাহার্টজের,magahartger,মেগাহারতজের,magahartger," magahartger, gigahartger, "," মেগাহার্টজের, গিগাহার্টজের, ",yes
লাইসেন্স,license,লাইসেনস,lisens," lisens, license, likes, esens, lilen, "," লাইসেন্সে, লাইসেন্স, likes, এসেন্স্‌, লীলেন, ",yes
রাষ্ট্রীয়,rashtriya,রাষত্রীয়,rashatriya," rashtriya, kshatriya, ashastriya, "," রাষ্ট্রীয়, ক্ষত্রিয়, অশাস্ত্রীয়, ",no
পরীক্ষামূলক,parikshamulak,পরীক্কামূলক,parikkamulak," parikshamulak, "," পরীক্ষামূলক, ",yes
অর্থ,arth,অরত,arat," karat, raat, parat, arat, brat, "," করত, রাত, পরত, অরট, ব্রত, ",no
চট্টগ্রাম,chattagram,চততগ্রাম,chattagram," chattagram, "," চট্টগ্রাম, ",yes
এক্সচেঞ্জের,exchenger,একসচেঞ্জের,eksachenger, , ,no
বিদ্যুৎ,vidyu,বিেদুৎ,vidu," vidyu, vidu, vid, vidrup, hindu, "," বিদ্যুৎ, বিদু, ভিড়, বিদ্রূপ, হিন্দু, ",yes
মৌলভিত্তির,moulvittir,মৌলভিততির,moulvitati," moulvittir, "," মৌলভিত্তির, ",yes
কোম্পানিগুলোর,companiesgulor,কোপানিগুলোর,kopanigulor, , ,no
মূল্যবৃদ্ধি,mulyvruddhi,মূেলবৃদ্ধি,mulvruddhi," mulyvruddhi, mulyvruddhir, jalvruddhi, dalvruddhi, "," মূল্যবৃদ্ধি, মূল্যবৃদ্ধির, জলবৃদ্ধি, দলবৃদ্ধি, ",yes
ফিন্যান্সের,financer,ফিনাান্সের,financer," financer, finance, financed, finlander, francer, "," ফিন্যান্সের, ফিন্যান্স, financed, ফিনল্যান্ডের, ফ্রান্সের, ",yes
আধিপত্য,aadhipatya,আধিপেত,aadhipet, , ,no
সম্মিলিত,sammilit,সমিলিত,samilit," sammilit, amilit, samirit, milit, samahit, "," সম্মিলিত, আমীলিত, সমীরিত, মিলিত, সমাহিত, ",yes
বিস্তার,bistar,বিসতার,bistar," bistar, bhitar, nistar, pitar, basar, "," বিস্তার, ভিতর, নিস্তার, পিতার, বাসর, ",yes
কোম্পানি,company,কোপানি,kopani," gopan, kurani, kotani, korani, sopan, "," গোপন, কুড়ানি, কোটানি, কোড়ানী, সোপান, ",no
কোম্পানিটি,companity,কোপানিটি,kopanity," companity, gopanita, "," কোম্পানিটি, গোপনীয়তা, ",yes
কোম্পানিটির,companyti,কোপানিটির,kopaniti," gopanita, keraniti, "," গোপনীয়তা, কেরানিটির, ",no
ঊর্ধ্বমুখী,urdhvamukhi,ঊরদ্বমুখী,urdvamukhi," urdhvamukhi, urdhvamukhe, urdhvamukh, "," ঊর্ধ্বমুখী, ঊর্ধ্বমুখে, ঊর্ধ্বমুখ, ",yes
স্বাভাবিক,swabhavik,সাভাবিক,savavik," samajik, sanvadik, sarvik, sahasik, savatike, "," সামাজিক, সাংবাদিক, সার্বিক, সাহসিক, সভাটিকে, ",no
মূল্যবৃদ্ধির,mulyvruddhir,মূেলবৃদ্ধির,mulvruddhir," mulyvruddhir, mulyvruddhi, dalvruddhir, "," মূল্যবৃদ্ধির, মূল্যবৃদ্ধি, দলবৃদ্ধির, ",yes
প্রবণতা,prabanta,পরবণতা,parbanta," prabanta, prasanta, karanta, pranta, barbarta, "," প্রবণতায়, প্রশান্ত, কারণটা, প্রাণটা, বর্বরতা, ",no
বিক্রির,bikri,বিকরির,vikari," bihari, vikhari, vari, bikri, viparit, "," বিহারী, ভিখারী, ভারি, বিক্রি, বিপরীত, ",no
বৃদ্ধিকে,vruddhike,বৃদদিকে,vruddike," vruddhike, vrudhtike, vruddhake, vruddhite, "," বৃদ্ধিকে, বৃদ্ধটিকে, বৃদ্ধকে, বৃদ্ধিতে, ",yes
চট্টগ্রামের,chattagramer,চততগ্রামের,chattagramer," chattagramer, chattagram, "," চট্টগ্রামের, চট্টগ্রাম, ",yes
ক্ষতিগ্রস্ত,kshatigrast,খতিগ্রস্ত,khatigrast," kshatigrast, kshatigrasth, "," ক্ষতিগ্রস্ত, ক্ষতিগ্রস্থ, ",yes
বণ্টনের,bantner,বনটনের,bantner," bantner, santaner, baganer, batner, baner, "," বণ্টনের, সন্তানের, বাগানের, বাটনের, বনের, ",yes
সংক্রান্ত,sakrant,সংকরান্ত,sankarant," sadharant, sanvaran, sakrant, sanskaran, sankalan, "," সাধারণত, সংবরণ, সংক্রান্ত, সংস্করণ, সংকলন, ",yes
নিয়ন্ত্রক,niyantrak,নিয়নত্রক,niyantrak," niyantrak, niyantran, niyantrane, niyantrano, niyantrit, "," নিয়ন্ত্রক, নিয়ন্ত্রণ, নিয়ন্ত্রণে, নিয়ন্ত্রণও, নিয়ন্ত্রিত, ",no
আহ্বায়ক,aahvayak,আহায়ক,ahayak," sahayak, chaya, phaak, shayan, aahvayak, "," সহায়ক, ছায়া, ফাঁক, শয়ন, আহ্বায়ক, ",no
প্রতিনিধি,pratinidhi,পরতিনিধি,paratinidhi," pratinidhi, pratinidhii, pratinidhig, pratinidhik, pratinidhir, "," প্রতিনিধি, প্রতিনিধিই, প্রতিনিধিগ, প্রতিনিধিকে, প্রতিনিধির, ",yes
যাত্রী,yatri,যাতরী,yatri," yatri, ratri, yatra, yati, mantri, "," যাত্রী, রাত্রি, যাত্রা, যতি, মন্ত্রী, ",yes
যাত্রা,yatra,যাটরা,yatra," yatra, yantra, katha, yatri, hatha, "," যাত্রা, যন্ত্র, কথা, যাত্রী, হঠাৎ, ",yes
ফ্লাইট,flight,ফলাইট,phalight, , ,no
সময়ানুবর্তিতা,samayanuvartita,সময়ানুবরতিতা,samayanuvaratita," samayanuvartita, "," সময়ানুবর্তিতা, ",yes
দৃষ্টান্ত,drustant,দৃষতান্ত,drushatanta," drustanta, "," দৃষ্টান্তও, ",no
স্থাপন,sthapan,সটাপন,satapan," samapan, satajan, samaran, samarpan, sthapan, "," সমাপন, সাতজন, স্মরণ, সমর্পণ, স্থাপন, ",yes
ফ্লাইটে,flite,ফলাইটে,phalite," chalite, phelite, phalite, balite, thakite, "," চালাইতে, ফেলিতে, ফলাইতে, বলিতে, থাকিতে, ",no
ফ্লাইটই,flighti,ফলাইটই,phalighti, , ,no
পূর্তি,purti,পূরটি,purti," purti, surti, phurti, murthi, putrti, "," পূর্তি, সুরটি, ফুর্তি, মূর্তি, পুত্রটি, ",yes
স্মাইলস,smiles,সাইলস,siles," dile, pile, sies, seites, dies, "," দিলে, পাইল, সিএসই, সেইটেই, ডিএসই, ",no
প্রিকোয়েন্ট,pricont,পরিকোয়েন্ট,parikont," parint, pricont, "," পরিণত, প্রিকোয়েন্ট, ",yes
ফ্লাইয়ার,flyar,ফলাইয়ার,falyar," falar, kanyar, balbar, kalyan, faler, "," ফলার, কন্যার, বলবার, কল্যাণ, ফলের, ",no
কর্মসূচির,karmasuchir,করসূচির,karasuchir," karmasuchir, karmasuchi, "," কর্মসূচির, কর্মসূচি, ",yes
ভ্রমণকারী,bhramanakari,বরমণকারী,barmanakari," bhramanakari, ramanakari, "," ভ্রমণকারীর, রমণকারী, ",no
যাত্রীরা,yatrira,যাতরীরা,yatrira," yatrira, yatra, yatri, catrina, patrika, "," যাত্রীরা, যাত্রা, যাত্রী, ক্যাটরিনা, পত্রিকা, ",yes
প্রতিবার,pratibar,পরতিবার,paratibar," pratibar, karaibar, pratibhar, paribar, pratibad, "," প্রতিবার, করাইবার, প্রতিভার, পরাইবার, প্রতিবাদ, ",yes
ভ্রমণের,bhramner,বরমণের,barmaner," baganer, brahmaner, samaner, barander, larmaner, "," বাগানের, ব্রাহ্মণের, সামনের, বারান্দার, লারম্যানের, ",no
এজন্য,ejanya,এজেন,agen," agun, ager, asen, achen, agea, "," আগুন, আগের, আসেন, আছেন, আগেও, ",no
গ্রাহকদের,grahakder,গরাহকদের,garahakder," grahakder, darshakder, grahaker, "," গ্রাহকদের, দর্শকদের, গ্রাহকের, ",yes
নিবন্ধন,nibandhan,নিবনধন,nibandhan," nibandhan, bandhan, nibaddha, nibandh, nibandhti, "," নিবন্ধন, বন্ধন, নিবদ্ধ, নিবন্ধ, নিবন্ধটি, ",yes
গ্রাহকের,grahaker,গরাহকের,garahaker," grahaker, grahaner, darshaker, grahakder, grahakera, "," গ্রাহকের, গ্রহণের, দর্শকের, গ্রাহকদের, গ্রাহকেরা, ",yes
দূরত্বের,durtber,দূরতের,durter," durer, durger, duiter, dure, durtber, "," দূরের, দুর্গের, দুইটার, দূরে, দূরত্বের, ",yes
নির্ভর,nirbhar,নিরবর,nirvar," nirvar, nirjar, nirvah, nirbhar, nirvak, "," নির্ভার, নীরজার, নির্বাহ, নির্ভর, নির্বাক্‌, ",yes
মূল্যহ্রাস,mulyahras,মূলাহ্রাস,mulahras," mulyahras, "," মূল্যহ্রাস, ",yes
অগ্রাধিকার,agradhikar,অগরাধিকার,agaradhikar," agradhikar, "," অগ্রাধিকার, ",yes
ফ্রি,free,ফরি,fari," vari, karia, dari, jari, sari, "," ভারি, করিয়া, দড়ি, জরির, শাড়ি, ",no
অভ্যন্তরে,abhyantare,অেভন্তরে,abhantare," abhyantare, ahankare, abhyantarei, abrantake, abhatake, "," অভ্যন্তরে, অহংকারে, অভ্যন্তরেই, আবরণটাকে, আবহটাকে, ",yes
আন্তর্জাতিক,antarjatik,আনতর্জাতিক,antarjatik," antarjatik, antarjatiya, "," আন্তর্জাতিক, অন্তর্জাতীয়, ",yes
গন্তব্যেও,gantavyeo,গনতব্যেও,ganatvyeo," gantavyeo, gantavye, gantavyer, "," গন্তব্যেও, গন্তব্যে, গন্তব্যের, ",yes
প্রস্তুতি,prastuti,পরস্তুতি,parastuti," prastuti, prastutir, prastutio, aprastute, parashui, "," প্রস্তুতি, প্রস্তুতির, প্রস্তুতিও, অপ্রস্তুতে, পরশুই, ",yes
শিক্ষিত,shikshit,শিক্কিত,shikkit," shikshit, shankit, shikhite, shukkit, shikhi, "," শিক্ষিত, শঙ্কিত, শিখিতে, শূককীট, শিখী, ",yes
কুটিরশিল্প,kutirshilp,কুটিরশিলপ,kutirshilp," kutirshilp, kutirshilpe, "," কুটিরশিল্প, কুটিরশিল্পে, ",yes
স্কিটি,skity,সকিটি,sakity," skity, sahitya, sahitye, dakite, sajity, "," স্কিটি, সাহিত্য, সাহিত্যে, ডাকিতে, সাজিটি, ",yes
স্কিটির,skiti,সকিটির,sakiti," shakti, saklei, sariti, skiti, smiti, "," শক্তি, সকলেই, শাড়িটি, স্কিটির, সমিতি, ",yes
ইনস্টিটিউট,institute,ইনসতিটিউট,institute," institute, instituter, institut, inshtitute, instituteg, "," ইনস্টিটিউট, ইনস্টিটিউটের, ইনস্টিটিউটে, ইনষ্টিটিউট, ইনস্টিটিউটগ, ",yes
ন্যূনতম,nyuntam,েনূনতম,nuntam," nyuntam, buntam, uttam, nimntam, hungam, "," ন্যূনতম, বুঝতাম, উত্তম, নিম্নতম, হাঙ্গাম, ",yes
শিক্ষাগত,shikshagat,শিক্কাগত,shikkagat," shikshagat, shikkabab, "," শিক্ষাগত, শিক্‌কাবাব, ",yes
যোগ্যতা,yogyata,যোজ্ঞতা,yojita," yojit, ajita, yojanta, yojna, fojia, "," আয়োজিত, অজ্ঞতা, আয়োজনটা, যোজনা, ফৌজিয়া, ",no
শিল্পোদ্যোক্তা,shilpodyokta,শিলপোদ্যোক্তা,shilpodyokta," shilpodyokta, "," শিল্পোদ্যোক্তা, ",yes
প্লট,plot,পলট,palat," palat, balat, parat, paat, lalat, "," পালট, বলত, পরত, পাত, ললাট, ",no
সেক্টর,sector,সেকটর,secter," seter, ecter, seiter, sector, seater, "," সেটের, একটার, সেইটের, সেক্টর, ছিটের, ",yes
উত্তরা,uttara,উততরা,utatara," uttara, tahara, ekatara, uttarta, tatar, "," উত্তরা, তাহারা, একত্র, উত্তরটা, তাতার, ",yes
প্রকাশিত,prakashith,পরকাশিত,parkashith," prakashith, aprakashith, markashit, "," প্রকাশিত, অপ্রকাশিত, মার্কশীট, ",yes
দ্বিতীয়,dvitiya,দিতীয়,ditiya," dvitiya, diteya, mitiya, diteyae, jatiya, "," দ্বিতীয়, দিতেও, মিটাইয়া, দিতেছে, জাতীয়, ",no
চতুর্থ,chaturth,চতুরট,chaturt," chatur, chaturth, chaturi, chaturta, chatri, "," চতুর, চতুর্থ, চাতুরী, চতুরতা, ছাত্রী, ",yes
পঞ্চম,pancham,পঞচম,pancham," pancham, panchan, panch, panchami, panchaa, "," পঞ্চম, পাঁচন, প্যাঁচ, পঞ্চমী, প্যাঁচা, ",yes
ষষ্ঠ,shashtha,ষষট,shashat," shasan, shashvat, bhashar, shashi, shakha, "," শাসন, শাশ্বত, ভাষার, শশি, শাখা, ",no
সপ্তম,septet,সপতম,sapatam," saptah, samatal, samagam, sapatra, samata, "," সপ্তাহ, সমতল, সমাগম, সৎপাত্র, সমতা, ",no
অষ্টম,ashtam,অষতম,aftam," aftab, astam, araam, haitam, yaitam, "," আফতাব, আসতাম, আরাম, হইতাম, যাইতাম, ",no
প্রতিটি,pratity,পরতিটি,paratity," pratity, partite, paraite, pratiti, pratita, "," প্রতিটি, পার্টিতে, পরাইতে, প্রতীতি, প্রতিটা, ",yes
সর্বনিম্ন,sarvanimn,সরনিম্ন,saranimn," sarvanimn, karanian, saradin, smaranian, sahanian, "," সর্বনিম্ন, করণীয়, সারাদিন, স্মরণীয়, সহনীয়, ",yes
সর্বোচ্চ,sarbochch,সরোচ্চ,sarochch," sarbochch, sabochch, sarbochche, mahochch, "," সর্বোচ্চ, সবোচ্চ, সর্বোচ্চে, মহোচ্চ, ",yes
শূন্য,shunya,শূেন,shoon," shono, shon, shaon, shoo, boon, "," শোনো, শোন, শাওন, শোও, বোন, ",no
প্রতিটির,pratiti,পরতিটির,paratiti," pratity, pratiti, pratii, partite, paraite, "," প্রতিটি, প্রতীতি, প্রতিই, পার্টিতে, পরাইতে, ",no
প্রকাশের,prakasher,পরকাশের,parkasher," prakasher, akasher, paksher, paresher, prakashe, "," প্রকাশের, আকাশের, পক্ষের, পরেশের, প্রকাশে, ",yes
সার্কিট,circuit,সারকিট,sircuit," circuit, biscuit, birchit, circhit, sinchit, "," সার্কিট, বিস্কুট, বিরচিত, সার্কিটে, সিঞ্চিত, ",yes
ব্রেকার,brekar,রেকার,rekar," bekar, rekhar, ekar, rakhar, dekhar, "," বেকার, রেখার, একর, রাখার, দেখার, ",no
সত্ত্বেও,sattweo,সতত্বেও,sattweo," sattweo, satter, satitwer, tattwer, sattve, "," সত্ত্বেও, সাতটার, সতীত্বের, তত্ত্বের, সত্ত্বে, ",yes
প্রত্যাশা,pratyasha,পরত্যাশা,paratyasha," pratyasha, pratyashar, pratyashai, pratyashao, pratyashya, "," প্রত্যাশা, প্রত্যাশার, প্রত্যাশাই, প্রত্যাশাও, প্রত্যাশ্যায়, ",yes
যৌক্তিক,yauktik,যৌকতিক,yauktik," yauktik, ayauktik, yukti, yautuk, yuktike, "," যৌক্তিক, অযৌক্তিক, যুক্তি, যৌতুক, যুক্তিকে, ",yes
গ্লোবাল,global,গলোবাল,galobal," global, dalbal, manobal, galagal, galabar, "," গ্লোবাল, দলবল, মনোবল, গালাগাল, গলাবার, ",yes
রেমিট্যান্স,remitance,রেমিটাান্স,remitans," remitance, "," রেমিট্যান্স, ",yes
সার্ভিসের,sarviser,সারবিসের,sarbiser," sarviser, sarvises, sahiser, pariser, cambiser, "," সার্ভিসের, সার্ভিসেস, সহিসের, প্যারিসের, ক্যাম্বিসের, ",yes
অবস্থানকারী,avasthankari,অবসতানকারী,avastankari," avasthankari, "," অবস্থানকারী, ",yes
প্রাপকের,prapaker,পরাপকের,parapaker," parasparer, paripaker, prapaker, paraparer, parapar, "," পরস্পরের, পরিপাকের, প্রাপকের, পারাপারের, পরপর, ",yes
নন্দ,nand,ননদ,nanad," nanad, nagad, sanad, naam, nand, "," ননদ, নগদ, সনদ, নাম, নন্দ, ",yes
তাত্পর্যপূর্ণ,tatparyapurna,তাতপর্যপূর্ণ,tataparyapurna," tatparyapurna, "," তাত্পর্যপূর্ণ, ",yes
মহিমান্বিত,mahimanvit,মহিমানিত,mahimanit," mahimanvit, manimanik, mahamani, manimandit, "," মহিমান্বিত, মণিমানিক, মহামানী, মণিমণ্ডিত, ",yes
প্রবাসী,pravasi,পরবাসী,parvasi," pravasi, parvasi, parvati, paravast, parvases, "," প্রবাসী, পরবাসী, পার্বতী, পরাস্ত, পরবাসে, ",yes
দিচ্ছি,dichhi,দিছছি,dirchi," diachi, karchi, diachil, diache, dicche, "," দিয়াছি, করছি, দিয়াছিল, দিয়াছে, দিচ্ছে, ",no
পূর্ববর্তী,poorvavarti,পূরবর্তী,pooravarty," paravarty, doorvarty, poorvavarti, pravarty, "," পরবর্তী, দূরবর্তী, পূর্ববর্তী, প্রভার্টি, ",yes
প্রিয়জনের,priyajner,পরিয়জনের,parinjaner," parijaner, parimaner, parijater, parijander, paritraner, "," পরিজনের, পরিমাণের, পারিজাতের, পরিজনদের, পরিত্রাণের, ",no
উপযুক্ত,upayukt,উপযুকত,upayukat," upayukt, upayuktata, upayuktag, uparyukt, "," উপযুক্ত, উপযুক্ততা, উপযুক্তগ, উপর্যুক্ত, ",yes
সম্মানিত,sammanit,সমানিত,samanit," samanvit, samahit, sammanit, amani, samajik, "," সমন্বিত, সমাহিত, সম্মানিত, আমানী, সামাজিক, ",yes
ভিন্নধর্মী,vinndhrmi,ভিহ্নধর্মী,vihndharmi," vinndhrmi, "," ভিন্নধর্মী, ",yes
আনন্দিত,anandit,আননদিত,anandit," anandit, anand, anander, anant, nandit, "," আনন্দিত, আনন্দ, আনন্দের, অনন্ত, নন্দিত, ",yes
ব্র্যাক,brak,র্যাক,rak," rai, rakh, dak, brak, raka, "," রায়, রাখ, ডাক, ব্র্যাক, রাকা, ",yes
গ্রাহক,grahak,গরাহক,garahak," grahan, grahak, sarthak, darshak, graham, "," গ্রহণ, গ্রাহক, সার্থক, দর্শক, গ্রাহাম, ",yes
প্রকল্প,prakalp,পরকল্প,parkalp," prakalp, parkal, sankalp, parkale, prakalpe, "," প্রকল্প, পরকাল, সংকল্প, পরকালে, প্রকল্পে, ",yes
উদ্ধার,udhdhaar,উদদার,udadar," dadar, dada, aadar, chadar, upahar, "," দাদার, দাদা, আদর, চাদর, উপহার, ",no
দুর্যোগ,duryog,দুেরোগ,durog," durg, duryog, dure, durvog, dur, "," দূর্গ, দুর্যোগ, দূরে, দুর্ভোগে, দূর, ",yes
অধিদপ্তর,adhidptar,অধিদপতর,adhidapatar," adhidptar, "," অধিদপ্তর, ",yes
দরপত্র,darpatra,দরপটর,darpator," darpatan, dampatir, darpatner, darpatra, darpatne, "," দরপতন, দম্পতির, দরপতনের, দরপত্র, দরপতনে, ",yes
আহ্বান,aahvan,আহান,aahan," aahvan, aaha, aahar, bahan, aahat, "," আহ্বান, আহা, আহার, বাহন, আহত, ",yes
ইতিমধ্যে,itimadhye,ইতিমধাে,itimadha," itimadhye, "," ইতিমধ্যে, ",yes
মন্ত্রণালয়কে,mantranalayk,মনত্রণালয়কে,manatranalayk," mantranalaya, mantranalayk, mantranalay, "," মন্ত্রণালয়, মন্ত্রণালয়কে, মন্ত্রণালয়ে, ",yes
পর্যাপ্ত,paryapt,পরাাপ্ত,parapth," prapth, paxarth, parat, aprapth, samapth, "," প্রাপ্ত, পদার্থ, পরত, অপ্রাপ্ত, সমাপ্ত, ",no
যন্ত্রপাতির,yantrapatir,যনত্রপাতির,yantrapatir," yantrapatir, yantrapati, "," যন্ত্রপাতির, যন্ত্রপাতি, ",yes
অর্থনৈতিক,arthnaitik,অরতনৈতিক,aratanaitik," arthnaitik, arajnaitik, "," অর্থনৈতিক, অরাজনৈতিক, ",yes
পর্যায়ের,parayer,পেরায়ের,perayer," payer, parayer, praner, rayer, prayer, "," পায়ের, পর্যায়ের, প্রাণের, রায়ের, prayer, ",yes
ডিসেম্বর,december,ডিসেবর,disevar," devar, sevar, disinar, dishbar, duseva, "," দেবর, সেবার, ডিজাইনার, ডিশবার, দুঃসেবা, ",no
প্রস্তাবনা,prastavana,পরস্তাবনা,parastavana," prastavata, prastavana, "," প্রস্তাবটা, প্রস্তাবনা, ",yes
