correct word,transliterated correct word,misspelled word,transliterated misspelled word,transliterated candidate word from spellchecker,candidate word from spellchecker,found correct word or not
পুরস্কার,puraskar,পুরসকার,purskar," puraskar, purshkar, puraskarer, surkar, puraskare, "," পুরস্কার, পুরষ্কার, পুরস্কারের, সুরকার, পুরস্কারে, ",yes
চতুর্থবারের,chaturthavarer,চতুরটবারের,chaturtwarer," chaturthavarer, chaturtar, chaturta, chaturthansh, chaturdiker, "," চতুর্থবারের, চতুরতার, চতুরতা, চতুর্থাংশ, চতুর্দিকের, ",yes
এক্সপোর্ট,export,একসপোর্ট,ekassport," passport, export, expoj, explore, explosionthe, "," পাসপোর্ট, এক্সপোর্ট, এক্সপোজ, explore, explosionthe, ",yes
এক্সিলেন্স,xilance,একসিলেন্স,ekasilence," excellence, excellent, exelent, yachsil, jegesil, "," excellence, excellent, এক্‌‍সেলেন্ট্, যাচ্ছিল, জেগেছিল, ",no
অ্যাওয়ার্ডস,awards,অাাওয়ার্ডস,awords," words, awards, word, works, lords, "," words, অ্যাওয়ার্ডস, word, works, লর্ডস, ",yes
শ্রেণীতে,shrenite,শরেণীতে,sharenite," shrenite, shrenike, dharnite, shanite, shrenity, "," শ্রেণীতে, শ্রেণীকে, ধরণীতে, শনিতে, শ্রেণীটি, ",yes
রপ্তানিকারককে,raptanikarkk,রপতানিকারককে,rapatanikarkk," raptanikarak, raptanikarkk, raptanikarker, raptanikarkera, raptanikari, "," রপ্তানিকারক, রপ্তানিকারককে, রপ্তানিকারকের, রপ্তানিকারকেরা, রপ্তানীকারী, ",yes
মঙ্গলবার,mangalbar,মংগলবার,mangalavar," mangalbar, mangala, mangalwar, mangalkar, mandalagar, "," মঙ্গলবার, মঙ্গলা, মঙ্গলবারে, মঙ্গলকর, মন্দলাগার, ",yes
ব্যাংকটির,vyanctir,বাাংকটির,bacti," baati, balchi, bhakti, barhi, bali, "," বাতি, বলছি, ভক্তি, বাড়ির, বালী, ",no
পুরস্কারের,puraskarer,পুরসকারের,purskarer," puraskarer, prakarer, parkarer, purakaler, puraskare, "," পুরস্কারের, প্রকারের, পার্কারের, পুরাকালের, পুরস্কারে, ",yes
আগ্রহী,aagrahi,আগরহী,agarhi," barhi, amarai, aagrahi, garh, asarh, "," বাড়ির, আমারই, আগ্রহী, গড়ে, আষাঢ়, ",yes
ব্যক্তিদের,vyaktider,বাক্তিদের,baktider," vyaktider, bakider, bhaktader, pakhider, batiler, "," ব্যক্তিদের, বাকিদের, ভক্তদের, পাখিদের, বাতিলের, ",yes
গ্রহণ,grahan,গরহণ,garahan," grahan, garjan, varshan, darshan, grahak, "," গ্রহণ, গর্জন, বর্ষণ, দর্শন, গ্রাহক, ",yes
নির্ধারিত,nirdhari,নিরডারিত,nirdarit," nirdhari, nirvasit, nidrit, nirvapit, nirdharan, "," নির্ধারিত, নির্বাসিত, নিদ্রিত, নির্বাপিত, নির্ধারণ, ",yes
ব্যক্তিরা,vyaktira,বাক্তিরা,baktira," baktara, vyaktira, bakira, bakhtiar, bhaktara, "," বক্তারা, ব্যক্তিরা, বাকিরা, বক্তিয়ার, ভক্তরা, ",yes
উদ্দেশ্য,uddeshya,উদদেশ্য,udadeshya," uddeshya, upadeshta, uddeshyao, adhyadesh, adhyadesho, "," উদ্দেশ্য, উপদেষ্টা, উদ্দেশ্যও, অধ্যদেশ, অধ্যাদেশও, ",yes
অ্যান্ড্রু,andrw,েঅান্ড্রু,andru," andru, andrw, bandhu, andre, ashru, "," এণ্ড্রু, অ্যান্ড্রু, বন্ধু, আন্দ্রে, অশ্রু, ",yes
টিল্ক,tilk,টিলক,tilak," tilak, tilakt, thak, tilake, tala, "," তিলক, তৈলাক্ত, ঠক, তিলকে, তলা, ",no
ব্যাংকিংয়ের,vyankingyer,েবাংকিংয়ের,bankingyer," rankingyer, vyankingyer, banikanther, banking, bangner, "," র‌্যাঙ্কিংয়ের, ব্যাংকিংয়ের, বাণীকণ্ঠের, ব্যাঙ্কিং, বাঁধনের, ",yes
রপ্তানিকারক,raptanikarak,রপতানিকারক,rapatanikarak," raptanikarak, raptanikarkk, raptanikarkera, raptanikari, raptani, "," রপ্তানিকারক, রপ্তানিকারককে, রপ্তানিকারকেরা, রপ্তানীকারী, রপ্তানি, ",yes
পোশাকশিল্প,poshakashilp,পোশাকশিলপ,poshakashilp," poshakashilp, poshakashilpe, poshakashilper, poshakashilpke, poshakashramik, "," পোশাকশিল্প, পোশাকশিল্পে, পোশাকশিল্পের, পোশাকশিল্পকে, পোশাকশ্রমিক, ",yes
টেক্সটাইলস,textiles,টেকসটাইলস,techstiles," textiles, textile, textiler, techst, textilser, "," টেক্সটাইলস, টেক্সটাইল, টেক্সটাইলের, টেকস্ট, টেক্সটাইলসের, ",yes
এন্টারপ্রাইজেস,enterpraiges,এনটারপ্রাইজেস,entarpraiges," enterpraiges, enterpraij, antarapradesh, antarer, antarjatik, "," এন্টারপ্রাইজেস, এন্টারপ্রাইজ, অন্তরপ্রদেশে, অন্তরের, আন্তর্জাতিক, ",yes
ক্ষেত্র,kshetra,খেত্র,khetra," kshetra, khudra, khela, khete, kher, "," ক্ষেত্র, ক্ষুদ্র, খেলা, খেতে, খের, ",yes
ক্ষুদ্র,khudra,খুদ্র,khudra," khudra, khura, khulia, kshudha, shudra, "," ক্ষুদ্র, খুরার, খুলিয়া, ক্ষুধা, শূদ্র, ",yes
ব্যবসায়ীকে,vyavasayike,বাবসায়ীকে,babasaiike," babsake, babasakal, bhabasagar, bpsc, "," ব্যাবসাকে, বাবাসকল, ভবসাগর, bpsc, ",no
শ্রেণীকে,shrenike,শরেণীকে,sharenike," shrenike, dharnike, harenke, harinike, shrenite, "," শ্রেণীকে, ধরণীকে, হরেনকে, হরিণীকে, শ্রেণীতে, ",yes
গ্রুপ,group,গরুপ,garup," arup, garu, garua, galp, karun, "," এরূপ, গরু, গেরুয়া, গল্প, করুণ, ",no
প্রতিষ্ঠানের,pratisthaner,পরতিষ্ঠানের,paratisthaner," pratisthaner, paristhaner, pratisthanti, pratisthan, pratisthanei, "," প্রতিষ্ঠানের, পরীস্থানের, প্রতিষ্ঠানটি, প্রতিষ্ঠানে, প্রতিষ্ঠানেই, ",yes
বার্ষিক,barshik,বারশিক,barshik," barshik, barhi, banshi, barshiki, arthik, "," বার্ষিক, বাড়ির, বাঁশি, বার্ষিকী, আর্থিক, ",yes
শ্রেণীভুক্ত,shrenibhukt,শরেণীভুক্ত,sharenibhukt," shrenibhukt, sharnapann, swarnabh, swarnabhi, swarnapunj, "," শ্রেণীভুক্ত, শরণাপন্ন, স্বর্ণাভ, স্বরনাভি, স্বর্ণপুঞ্জ, ",yes
প্রতিষ্ঠানগুলো,pratisthangulo,পরতিষ্ঠানগুলো,paratisthangulo," pratisthangulo, pratisthangulor, pratisthaner, pratisthanguloke, pratisthanti, "," প্রতিষ্ঠানগুলো, প্রতিষ্ঠানগুলোর, প্রতিষ্ঠানের, প্রতিষ্ঠানগুলোকে, প্রতিষ্ঠানটি, ",yes
যোগ্য,yogya,যোজ্ঞ,yojna," yojna, yojan, yajna, yoga, yojnar, "," যোজনা, আয়োজন, যজ্ঞ, যোগ, যোজনার, ",no
স্টার,star,সতার,satar," satark, santar, sadar, sahar, saar, "," সতর্ক, সাঁতার, সদর, শহর, সার, ",no
ব্রান্ড,brands,রান্ড,rand," mand, rand, dand, brand, bandh, "," মন্দ, রাঁড়, দণ্ড, ব্র্যান্ড, বন্ধ, ",no
রপ্তানিকে,raptanike,রপতানিকে,rapatanike," raptanike, raptani, raptanite, sapatnike, raptanikarak, "," রপ্তানিকে, রপ্তানি, রপ্তানিতে, সপত্নীকে, রপ্তানিকারক, ",yes
রপ্তানিকারকেরা,raptanikarkera,রপতানিকারকেরা,rapatanikarkera," raptanikarkera, raptanikarker, raptanikarak, raptanikarkader, raptanikarkk, "," রপ্তানিকারকেরা, রপ্তানিকারকের, রপ্তানিকারক, রপ্তানিকারকদের, রপ্তানিকারককে, ",yes
রপ্তানিকারকের,raptanikarker,রপতানিকারকের,rapatanikarker," raptanikarker, raptanikarkera, raptanikarkader, raptanikarak, raptanikarkk, "," রপ্তানিকারকের, রপ্তানিকারকেরা, রপ্তানিকারকদের, রপ্তানিকারক, রপ্তানিকারককে, ",yes
সেপ্টেম্বরে,september,সেপটেম্বরে,september," september, septemberk, septemberer, septombar, saptamir, "," সেপ্টেম্বর, সেপ্টেম্বরকে, সেপ্টেম্বরের, সেপ্টম্বর, সপ্তমীর, ",no
উপলক্ষে,upalakshe,উপলক্কে,upalkke," upalakshe, upadkke, palke, upalaksh, upadke, "," উপলক্ষে, উৎপাদককে, পলকে, উপলক্ষ, উৎপাদকে, ",yes
ভ্রমণ,bhraman,বরমণ,baraman," bartaman, bhraman, praman, barambar, barabar, "," বর্তমান, ভ্রমণ, প্রমাণ, বারংবার, বরাবর, ",yes
আসন্ন,asann,আসহ্ন,asahn," asann, asha, asahya, aswapn, apan, "," আসন্ন, আশা, অসহ্য, স্বপ্ন, আপণ, ",yes
দিল্লি,delhi,দিললি,dilli," dilei, dil, dile, dili, didi, "," দিলেই, দিল, দিলে, দিলি, দিদি, ",no
ব্যাংকক,vyankk,েবাংকক,bankak," manak, baalak, bankake, bandhak, sankat, "," মনকে, বালক, বাঁকাকে, বন্ধক, সঙ্কট, ",no
সিঙ্গাপুর,singapore,সিংগাপুর,singapore," singapore, singaporer, singapor, singapori, sangbadpatre, "," সিঙ্গাপুর, সিঙ্গাপুরের, সিঙ্গাপুরে, সিঙ্গাপুরি, সংবাদপত্রে, ",yes
প্যাকেজ,packej,পাাকেজ,pakej," pake, packej, pade, payer, pakhee, "," পাকে, প্যাকেজ, পাড়ে, পায়ের, পাখি, ",yes
আগস্টের,agster,আগসতের,agster," agster, aste, jagater, ager, answer, "," আগস্টের, আস্তে, জগতের, আগের, answer, ",yes
আগস্ট,august,আগসত,agsat," aghat, asat, agyat, agrsar, agst, "," আঘাত, আসত, অজ্ঞাত, অগ্রসর, আগস্টে, ",no
নির্দিষ্ট,nirdisht,নিরদিষ্ট,nirdisht," nirdisht, anirdisht, nirdesh, nibisht, nirdosh, "," নির্দিষ্ট, অনির্দিষ্ট, নির্দেশ, নিবিষ্ট, নির্দোষ, ",yes
গন্তব্যে,gantavye,গনতব্যে,ganatvye," gantavye, gantavyer, mantavye, gantavya, gantavyeo, "," গন্তব্যে, গন্তব্যের, মন্তব্যে, গন্তব্য, গন্তব্যেও, ",yes
স্পেশাল,special,সপেশাল,sapeshal," subishal, "," সুবিশাল, ",no
প্যাকেজের,packeger,পাাকেজের,pakejer," paksher, pakhker, packeter, akajer, packeger, "," পক্ষের, পাঠকের, প্যাকেটের, অকাজের, প্যাকেজের, ",yes
ভ্রমণকারীকে,bhramanakarike,বরমণকারীকে,barmanakarike," bhramanakarike, bhramanakarider, bhramanakari, brahmantanike, bhramnakar, "," ভ্রমণকারীকে, ভ্রমণকারীদের, ভ্রমণকারীর, ব্রাহ্মণতনয়কে, ভ্রমণকর, ",yes
একসঙ্গে,ekasang,একসংগে,ekasang," ekasang, ekajan, ekasange, ekasana, prasang, "," একসঙ্গে, একজন, একসঙ্গেই, একাসনে, প্রসঙ্গে, ",yes
ভ্রমণকারীর,bhramanakari,বরমণকারীর,barmanakari," bhramanakari, ramanakari, bhramnakar, bhramanakarike, bhramanakarider, "," ভ্রমণকারীর, রমণকারী, ভ্রমণকর, ভ্রমণকারীকে, ভ্রমণকারীদের, ",yes
সংখ্যা,sankhya,সংখাা,sankha," sankhya, sandhya, shankha, asankhya, saaksha, "," সংখ্যা, সন্ধ্যা, শাঁখা, অসংখ্য, সাক্ষাৎ, ",yes
প্রযোজ্য,prayojya,পরযোজ্য,parayojya," prayojya, prayojna, parajay, karayogya, pariyojna, "," প্রযোজ্য, প্রযোজনা, পরাজয়, করযোগ্য, পরিযোজনা, ",yes
ভ্রমণকারীদের,bhramanakarider,বরমণকারীদের,barmanakarider," bhramanakarider, bhramanakarike, bhramanakari, brahmanabadiyar, brahmaner, "," ভ্রমণকারীদের, ভ্রমণকারীকে, ভ্রমণকারীর, ব্রাহ্মণবাড়িয়ার, ব্রাহ্মণের, ",yes
সম্পন্ন,sampann,সপন্ন,sapann," sampann, apan, asann, sajano, saman, "," সম্পন্ন, আপণ, আসন্ন, সাজানো, সামনে, ",yes
সারচার্জ,sarcharge,সারচারজ,sarcharaj," sancharan, sarkarer, sarkar, sarkari, sarcharge, "," সঞ্চরণ, সরকারের, সরকার, সরকারি, সারচার্জ, ",yes
ভ্রমণকর,bhramnakar,বরমণকর,barmankar," barnanar, barbarkar, barkanyar, barnantar, brahmaner, "," বর্ণনার, বারবারকার, বরকন্যার, বর্ণান্তর, ব্রাহ্মণের, ",no
বিমানবন্দর,bimanbandar,বিমানবনদর,bimanbandar," bimanbandar, bimanbandare, bimanbandarer, biman_bandar, bimanbandarti, "," বিমানবন্দর, বিমানবন্দরে, বিমানবন্দরের, বিমান_বন্দর, বিমানবন্দরটি, ",yes
প্রোমো,promo,পরোমো,paromo," purono, promo, param, parano, perono, "," পুরোনো, প্রোমো, পরম, পরানো, পেরোনো, ",yes
কার্ডে,card,কারদে,karde," karia, karte, kable, karie, pade, "," করিয়া, করতেই, কেবল, করিয়ে, পাড়ে, ",no
ফান্ডের,fander,ফানদের,phander," chander, phanker, praner, anander, bhander, "," চাঁদের, ফাঁকের, প্রাণের, আনন্দের, ভান্ডার, ",no
লভ্যাংশ,lavyansh,লভাাংশ,labhash," aabhas, sabhasth, abhase, laash, abhaso, "," আভাস, সভাস্থ, আভাসে, লাশ, আভাসও, ",no
রাষ্ট্রায়ত্ত,rastrayatt,রাষত্রায়ত্ত,rashatrayatt," rastrayatt, rashtrapati, rashtriya, rashtradoot, rashtrapatir, "," রাষ্ট্রায়ত্ত, রাষ্ট্রপতি, রাষ্ট্রীয়, রাষ্ট্রদূত, রাষ্ট্রপতির, ",yes
ইনভেস্টমেন্ট,investment,ইনভেসতমেন্ট,invesatment," investment, investments, investmenteser, investigeshner, investigeshan, "," ইনভেস্টমেন্ট, investments, ইনভেস্টমেন্টেসের, ইনভেস্টিগেশনের, ইনভেস্টিগেশন, ",yes
অ্যাসেট,aset,অাাসেট,aset," aset, aste, asen, set, ases, "," অ্যাসেট, আস্তে, আসেন, সেট, এসেছ, ",yes
ম্যানেজমেন্ট,manejament,েমানেজমেন্ট,manejament," manejament, manejamenter, manjima, manjimar, "," ম্যানেজমেন্ট, ম্যানেজমেন্টের, মনজিমা, মনজিমার, ",yes
ব্যবস্থাপনাধীন,vyavasthapanadhin,বাবস্থাপনাধীন,bavasthapanadhin," vyavasthapanadhin, bavasthapana_parichalak, bhavasthik, "," ব্যবস্থাপনাধীন, ব্যাবস্থাপনা_পরিচালক, ভাবসঠিক, ",yes
প্রদানের,pradaner,পরদানের,pardaner," pradaner, praner, paraner, pardaar, arjaner, "," প্রদানের, প্রাণের, পরানের, পর্দার, অর্জনের, ",yes
লভ্যাংশের,lavyansher,লভাাংশের,ibhasher," itihasher, bhashar, abhaser, bhashur, brasher, "," ইতিহাসের, ভাষার, অভ্যাসের, ভাশুর, ব্রাশের, ",no
প্রকাশ,prakash,পরকাশ,parkash," prakash, akash, karkash, paksh, parash, "," প্রকাশ, আকাশ, কর্কশ, পক্ষ, পরশ, ",yes
ফান্ডেরই,fanderoi,ফানদেরই,phanderi," chander, phanker, chanderi, pandeji, bhander, "," চাঁদের, ফাঁকের, চান্দেরি, পাঁড়েজি, ভান্ডার, ",no
সম্পর্কে,sampark,সপর্কে,sapark," sampark, satark, bapark, sarkark, samark, "," সম্পর্ক, সতর্ক, ব্যাপারকে, সরকারকে, সময়কে, ",no
ব্যবস্থাপক,vyavasthapak,বাবস্থাপক,bavasthapak," vyavasthapak, avasthapan, bhavasthik, bavasthapana_parichalak, "," ব্যবস্থাপক, অবস্থাপন, ভাবসঠিক, ব্যাবস্থাপনা_পরিচালক, ",yes
অবস্থা,avastha,অবসটা,absta," asia, raasta, basta, asha, basia, "," asia, রাস্তা, বস্তা, আশা, বসিয়া, ",no
বিক্রি,bikri,বিকরি,vikari," bihari, vikhari, vari, bikri, viparit, "," বিহারী, ভিখারী, ভারি, বিক্রি, বিপরীত, ",yes
ফার্স্ট,first,ফারস্ট,ferst," ferat, first, ferist, fersi, farst, "," ফেরত্, ফার্স্ট, ফারইস্ট, ফার্‌‍সি, ফার্স্ট্, ",yes
ফান্ড,fand,ফানদ,fanad," sanad, fahad, fawad, kapad, anand, "," সনদ, ফাহাদ, ফাওয়াদ, কাপড়, আনন্দ, ",no
সেকেন্ড,seconds,সেকেনদ,sekend," sekendar, weekend, seen, second, send, "," সেকেন্দর, weekend, seen, second, send, ",no
যথাক্রমে,yathakram,যথাকরমে,yathakarm," yathakram, yathakarm, kathakram, dashakarm, atikram, "," যথাক্রমে, যথাকর্ম, কথাক্রমে, দশকর্ম, অতিক্রম, ",yes
এমপ্লয়িজ,emplaij,এমপলয়িজ,empalyij," emplaij, emplayars, employee, embuli, emplaad, "," এমপ্লয়িজ, এমপ্লয়ার্স, employee, এমবুলির, এমপ্লয়েড, ",yes
প্রভিডেন্ট,provident,পরভিডেন্ট,parvident," provident, privet, parvat, parivedna, parvate, "," প্রভিডেন্ট, প্রাইভেট, পর্বত, পরিবেদনা, পর্বতে, ",yes
স্কিম,skim,সকিম,sakim," sakal, hakim, dakia, baki, saria, "," সকাল, হাকিম, ডাকিয়া, বাকি, সরিয়া, ",no
প্রাইম,prime,পরাইম,paraime," parive, paraite, paraiya, paraile, parie, "," পারিবে, পরাইতে, পরাইয়া, পরাইলে, পরিয়ে, ",no
ফনিক্স,phanix,ফনিকস,phaniks," phanki, phanke, phatik, phankir, phatikk, "," ফাঁকি, ফাঁকে, ফটিক, ফাঁকির, ফটিককে, ",no
ফিন্যান্স,finance,ফিেনান্স,finance," finance, financer, financed, france, dinante, "," ফিন্যান্স, ফিন্যান্সের, financed, ফ্রান্স, দিনান্তে, ",yes
থার্ড,thard,থারদ,tharad," tahara, tarai, kharap, thakar, thanda, "," তাহারা, তরাই, খারাপ, থাকার, ঠাণ্ডা, ",no
বর্তমানে,bartaman,বরটমানে,baratman," bartaman, brahman, bhraman, maratmak, bartamang, "," বর্তমান, ব্রাহ্মণ, ভ্রমণ, মারাত্মক, বর্তমানগ, ",no
তালিকাভুক্ত,taalikabhukta,তালিকাভুকত,taalikabhukat," taalikabhukta, taalikabhukti, taalikabhukta_kara, taalika-pustak, taalikabddh, "," তালিকাভুক্ত, তালিকাভুক্তির, তালিকাভুক্ত_করা, তালিকা-পুস্তক, তালিকাবদ্ধ, ",yes
প্রতিষ্ঠানটি,pratisthanti,পরতিষ্ঠানটি,paratisthanti," pratisthanti, pratisthaner, pratisthan, pratisthanei, pratistha, "," প্রতিষ্ঠানটি, প্রতিষ্ঠানের, প্রতিষ্ঠানে, প্রতিষ্ঠানেই, প্রতিষ্ঠা, ",yes
হোল্ডারস,holders,হোলদারস,holdaras," holders, haldarer, haladar, holder, halder, "," হোল্ডারস, হালদারের, হালদার, হোল্ডার, হলদের, ",yes
ব্যবস্থাপনার,vyavasthapanar,বাবস্থাপনার,bavasthapanar," vyavasthapanar, bavasthapana_parichalak, bhavasthik, "," ব্যবস্থাপনার, ব্যাবস্থাপনা_পরিচালক, ভাবসঠিক, ",yes
দায়িত্বে,dawitve,দায়িতে,dawite," dakite, davite, barite, dawitve, yaite, "," ডাকিতে, দাবিতে, বাড়িতে, দায়িত্বে, যাইতে, ",yes
সংবাদপত্রের,sangbadpatrer,সংবাদপতরের,sangbadpatarer," sangbadpatrer, sangbadpatre, sangbadpatra, sangbadpatriker, sangbadata, "," সংবাদপত্রের, সংবাদপত্রে, সংবাদপত্র, সংবাদপাত্রিকের, সংবাদটা, ",yes
নিউজপ্রিন্ট,neujaprint,নিউজপরিন্ট,neujaparint," neujaprint, neujaprinter, neujaportal, neujaprintshilper, nahibar, "," নিউজপ্রিন্ট, নিউজপ্রিন্টের, নিউজপোর্টাল, নিউজপ্রিন্টশিল্পের, নাহিবার, ",yes
সংবাদপত্রশিল্পে,sangbadapatrashilpe,সংবাদপটরশিল্পে,sangbadpatrashilpe," sangbadapatrashilpe, sangbadapatrashilper, sangbadpatre, sangbadpatra, sangbadpatriker, "," সংবাদপত্রশিল্পে, সংবাদপত্রশিল্পের, সংবাদপত্রে, সংবাদপত্র, সংবাদপাত্রিকের, ",yes
ব্যবহূত,vyavahoot,েববহূত,babahoot," aahoot, "," আহূত, ",no
প্রদান,pradaan,পরদান,pardaan," pradhan, pardaar, pradaan, paradin, vardaan, "," প্রধান, পর্দার, প্রদান, পরদিন, বরদান, ",yes
অর্থবছরের,arthboorer,অরতবছরের,arataboorer," arthboorer, arthbhagyer, arthbuibar, arthbhagya, arthpurna, "," অর্থবছরের, অর্থভাগ্যের, অর্থবুঝিবার, অর্থভাগ্য, অর্থপূর্ণ, ",yes
পর্যায়ে,paryay,পরাায়ে,parae," parve, parav, para, parat, parate, "," পড়বে, পরব, পারা, পরত, পরতে, ",no
তীব্র,tibra,তীর,teer," teer, teler, tejer, ter, the, "," তীর, তেলের, তেজের, টের, উঠে, ",no
আপত্তির,apattir,আপতটির,apttir," aptti, apattir, asthir, apttio, atter, "," আপত্তি, আপত্তির, অস্থির, আপত্তিও, আটটার, ",yes
প্রস্তাবিত,prastavit,পরস্তাবিত,parastavit," prastavit, prastave, prastab, prastavata, prastaver, "," প্রস্তাবিত, প্রস্তাবে, প্রস্তাব, প্রস্তাবটা, প্রস্তাবের, ",yes
শুল্কহার,shulkhhar,শুলকহার,shulakhar," shakhar, shulkhhar, shalakar, shulker, shilkhari, "," শাখার, শুল্কহার, শলাকার, শুল্কের, শিলখড়ি, ",yes
প্রিন্টিং,printing,পরিন্টিং,parinting," printing, parenting, parinti, painting, parint, "," প্রিন্টিং, প্যারেন্টিং, পরিণতি, পেন্টিং, পরিণত, ",yes
প্লেটের,plater,পলেটের,palater," lalater, palate, malater, jagater, palacer, "," ললাটের, পালাতে, মলাটের, জগতের, প্যালেসের, ",no
অর্থবিল,arthvil,অরতবিল,aratavil," arthvil, artivir, artivi, arthvid, arthvah, "," অর্থবিল, আরটিভির, আরটিভি, অর্থবিদ, অর্থবহ, ",yes
অর্থমন্ত্রী,arthmantri,অরটমন্ত্রী,aratamantri," arthmantri, pratimantri, arthmantrike, arthmanrtha, ardhmatra, "," অর্থমন্ত্রী, প্রতিমন্ত্রী, অর্থমন্ত্রীকে, অর্থমনর্থং, অর্ধমাত্রা, ",yes
বক্তৃতায়,baktruta,বকতৃতায়,bakatruta," baktruta, baktrutar, baktrutao, baktara, bakptuta, "," বক্তৃতা, বক্তৃতার, বক্তৃতাও, বক্তারা, বাকপটুতা, ",no
নিউজপ্রিন্টশিল্পের,neujaprintshilper,নিউজপরিন্টশিল্পের,neujaparintshilper," neujaprintshilper, neujaprinter, neujaprint, neujaportal, nahibar, "," নিউজপ্রিন্টশিল্পের, নিউজপ্রিন্টের, নিউজপ্রিন্ট, নিউজপোর্টাল, নাহিবার, ",yes
সংবাদপত্রশিল্পের,sangbadapatrashilper,সংবাদপতরশিল্পের,sangbadapatarshilper," sangbadapatrashilper, sangbadapatrashilpe, sangbadpatriker, sangbadpatrer, sangbadpatre, "," সংবাদপত্রশিল্পের, সংবাদপত্রশিল্পে, সংবাদপাত্রিকের, সংবাদপত্রের, সংবাদপত্রে, ",yes
প্রধানমন্ত্রী,pradhanmantri,পরধানমন্ত্রী,paradhanmantri," pradhanmantri, pradhamantri, pradhanmantrike, upapradhanmantri, pradhan_mantri, "," প্রধাণমন্ত্রী, প্রধামন্ত্রীর, প্রধানমন্ত্রীকে, উপপ্রধানমন্ত্রী, প্রধাণ_মন্ত্রী, ",no
নির্দেশনা,nirdeshna,নিরদেশনা,niradeshna," nirdeshna, nirdesh, nirdeshan, nirdeshnar, nirdisht, "," নির্দেশনা, নির্দেশ, নির্দেশন, নির্দেশনার, নির্দিষ্ট, ",yes
সপ্তাহের,saptaher,সপতাহের,sapataher," saptaher, saptahe, saptahei, shapather, saptaheo, "," সপ্তাহের, সপ্তাহে, সপ্তাহেই, শপথের, সপ্তাহেও, ",yes
নিম্নমুখী,nimnmukhi,নিনমুখী,ninmukhi," nimnmukhi, nijmukh, nanamukhi, janmukhi, tinmukho, "," নিম্নমুখী, নিজমুখে, নানামুখী, জনমুখী, তিনমুখো, ",yes
প্রবণতায়,prabanta,পরবণতায়,parbanta," prabanta, prasanta, karanta, pranta, barbarta, "," প্রবণতায়, প্রশান্ত, কারণটা, প্রাণটা, বর্বরতা, ",yes
ঘণ্টা,ghanta,ঘনটা,ghanta," ghanta, shanta, ghatna, ghata, ghantar, "," ঘন্টা, শান্ত, ঘটনা, ঘটা, ঘণ্টার, ",no
স্টক,stock,সতক,satak," satark, snatak, natak, samay, katak, "," সতর্ক, স্নাতক, নাটক, সময়, কতক, ",no
এক্সচেঞ্জ,exchenge,একসচেঞ্জ,eksachenge," aceeseke, exicutive, uchaske, exkarshan, oxygen, "," এফএসএকে, এক্সিক্যুটিভ, উচ্ছাসকে, এক্সকার্শন, অক্সিজেন, ",no
সূত্রে,sutre,সূটরে,sutare," sutre, sutara, setake, sure, satark, "," সূত্রে, সূত্র, সেটাকে, সুরে, সতর্ক, ",yes
ডিএসইএক্স,diesiex,ডিএসইএকস,diesecus," diesiex, tasks, "," ডিএসইএক্স, tasks, ",yes
পয়েন্ট,paent,পয়েনট,paent," paent, parint, patent, pan, paani, "," পয়েন্ট, পরিণত, পেটেন্ট, পান, পানির, ",yes
পয়েন্টে,paent,পয়েনটে,paente," padite, paese, paent, pete, paenter, "," পড়িতে, পেয়েছে, পয়েন্ট, পেতে, পয়েণ্টার, ",no
অব্যাহত,avyahat,অবাাহত,avahat," aahat, avyahat, avagat, avanat, aghat, "," আহত, অব্যহত, অবগত, অবনত, আঘাত, ",no
অপরিবর্তিত,aparivartit,অপরিবরটিত,aparibartit," aparivartit, parivartit, aparibartan, uparibarti, aparibartanian, "," অপরিবর্তিত, পরিবর্তিত, অপরিবর্তন, উপরিবর্তী, অপরিবর্তনীয়, ",yes
আলোচ্য,alochya,আলোেচ,aloch," aloch, alo, balach, alochya, aloke, "," আলোচ, আলো, বলছ, আলোচ্য, আলোকে, ",yes
এক্সচেঞ্জে,exchenge,একসচেঞ্জে,eksachenge," aceeseke, exicutive, uchaske, exkarshan, oxygen, "," এফএসএকে, এক্সিক্যুটিভ, উচ্ছাসকে, এক্সকার্শন, অক্সিজেন, ",no
শীর্ষে,shirshe,শীরশে,shirshe," shirshe, shrish, shishu, sheshe, shiksha, "," শীর্ষে, শ্রীশ, শিশু, শেষে, শিক্ষা, ",yes
প্রতিষ্ঠানগুলোর,pratisthangulor,পরতিষ্ঠানগুলোর,paratisthangulor," pratisthangulor, pratisthangulo, pratisthaner, pratisthanguloke, pratisthangulote, "," প্রতিষ্ঠানগুলোর, প্রতিষ্ঠানগুলো, প্রতিষ্ঠানের, প্রতিষ্ঠানগুলোকে, প্রতিষ্ঠানগুলোতে, ",yes
পেট্রোলিয়াম,petrolium,পেতরোলিয়াম,petrolium," petrolium, petrolpump, petrol_pump, petrol, petrolium_jeli, "," পেট্রোলিয়াম, পেট্রোলপাম্প, পেট্রোল_পাম্প, পেট্রোল, পেট্রোলিয়াম_জেলি, ",no
অলিম্পিক,olympic,অলিপিক,alypik," alik, alapi, alapir, alpaka, alpakar, "," অলীক, আলাপী, আলাপীর, আলপাকা, আলপাকার, ",no
